x[ft],Altitude[ft],Velocity[ft/s],gamma,W,V_stall,CL,K,T_A,fuel_burn
2945359.282433628,15238.334361498,549.1788573307055,-0.06752844517544118,375000.56649094814,316.24183659664965,0.4642362661289875,0.0001507483393973541,96925.57852167948,0.0018251440237841091
2946651.5762006696,15150.934882438492,548.396446639015,-0.06752844517544118,375000.56218480633,315.79128927132325,0.46423626574789345,0.00015059733708884423,97022.6858761652,0.0018238263094190834
2947943.8699677107,15063.535403378984,547.6156670113602,-0.06752844517544118,375000.55787563516,315.34168109008806,0.46423626508366655,0.00015044659028873645,97119.82728484685,0.001822510492319285
2949236.1637347518,14976.135924319477,546.8365147686701,-0.06752844517544118,375000.5535634343,314.89300947405076,0.4642362627778334,0.00015029609872812242,97217.0023718511,0.0018211965672559128
2950528.4575017933,14888.736445259969,546.0589844219417,-0.06752844517544118,375000.5492482034,314.4452718531062,0.46423626056759343,0.0001501458617763199,97314.21087645795,0.0018198845231640237
2951820.7512688343,14801.33696620046,545.2830715090898,-0.06752844517544118,375000.5449299423,313.9984656658999,0.4642362584773687,0.0001499958790235136,97411.45247712526,0.0018185743525604143
2953113.0450358754,14713.937487140953,544.5087716090377,-0.06752844517544118,375000.54060865066,313.5525883597938,0.4642362564876042,0.0001498461500777011,97508.72685249118,0.001817266048264244
2954405.3388029165,14626.538008081445,543.7360802991099,-0.06752844517544118,375000.5362843282,313.1076373908306,0.4642362546071016,0.00014969667455433746,97606.033684017,0.0018159596032355672
2955697.632569958,14539.138529021937,542.9649931949497,-0.06752844517544118,375000.5319569747,312.6636102236981,0.4642362528048589,0.00014954745208431097,97703.37265347275,0.001814655010704906
2956989.926336999,14451.739049962429,542.1955058912847,-0.06752844517544118,375000.5276265899,312.2205043316947,0.4642362511111179,0.00014939848230058998,97800.74344664412,0.0018133522639613197
2958282.22010404,14364.339570902921,541.4276140209506,-0.06752844517544118,375000.52329317346,311.7783171966935,0.46423624951647596,0.00014924976484994478,97898.14574961187,0.0018120513565434248
2959574.5138710816,14276.940091843413,540.6613132425732,-0.06752844517544118,375000.51895672525,311.33704630910944,0.46423624799266033,0.0001491012993896335,97995.5792495017,0.001810752282188506
2960866.8076381227,14189.540612783905,539.8965992011853,-0.06752844517544118,375000.514617245,310.8966891678621,0.46423624656001,0.00014895308557833208,98093.04363696606,0.0018094550346889095
2962159.1014051638,14102.141133724397,539.1334675816769,-0.06752844517544118,375000.5102747325,310.4572432803436,0.46423624519567647,0.00014880512308749995,98190.53860278617,0.0018081596080743167
2963451.3951722053,14014.74165466489,538.3719140729464,-0.06752844517544118,375000.5059291875,310.0187061623832,0.4642362438950354,0.00014865741159210134,98288.06384012928,0.0018068659964685498
2964743.6889392463,13927.342175605381,537.6119343720296,-0.06752844517544118,375000.5015806098,309.5810753382135,0.4642362426645853,0.00014850995077227876,98385.61904427911,0.0018055741941128134
2966035.9827062874,13839.942696545873,536.8535241994974,-0.06752844517544118,375000.4972289992,309.1443483404357,0.4642362414952898,0.00014836274031511208,98483.20391163924,0.0018042841953995019
2967328.2764733285,13752.543217486365,536.0966792856332,-0.06752844517544118,375000.49287435546,308.70852270998796,0.4642362403863132,0.0001482157799114862,98580.81814060213,0.0018029959948220185
2968620.57024037,13665.143738426857,535.3413953746734,-0.06752844517544118,375000.4885166784,308.2735959961089,0.46423623933761493,0.00014806906925703635,98678.46143126627,0.0018017095869893099
2969912.864007411,13577.74425936735,534.5876682276962,-0.06752844517544118,375000.4841559678,307.83956575630657,0.4642362383448434,0.00014792260805156056,98776.13348523671,0.0018004249666206523
2971205.157774452,13490.344780307842,533.8354936241117,-0.06752844517544118,375000.4797922234,307.4064295563238,0.4642362373966093,0.0001477763959998105,98873.83400551372,0.0017991421285560346
2972497.4515414936,13402.945301248334,533.084867345286,-0.06752844517544118,375000.4754254452,306.9741849701052,0.46423623650285845,0.00014763043280683653,98971.56269753972,0.0017978610676851739
2973789.7453085347,13315.545822188826,532.3357851937536,-0.06752844517544118,375000.4710556328,306.54282957976505,0.46423623566141603,0.00014748471818244927,99069.3192679456,0.0017965817790174933
2975082.039075576,13228.146343129318,531.5882429981385,-0.06752844517544118,375000.4666827861,306.11236097555314,0.4642362348492018,0.0001473392518413498,99167.10342421182,0.001795304257687421
2976374.3328426173,13140.74686406981,530.842236573335,-0.06752844517544118,375000.46230690496,305.68277675582294,0.46423623409163295,0.00014719403349493156,99264.91487724926,0.0017940284988203312
2977666.6266096584,13053.347385010302,530.0977617816773,-0.06752844517544118,375000.45792798913,305.25407452699875,0.4642362333557252,0.00014704906286358254,99362.75333740005,0.001792754497733646
2978958.9203766994,12965.947905950794,529.3548144677802,-0.06752844517544118,375000.4535460385,304.8262519035437,0.4642362326638738,0.0001469043396627731,99460.61851867818,0.001791482249711655
2980251.214143741,12878.548426891286,528.6133905089188,-0.06752844517544118,375000.44916105276,304.3993065079275,0.4642362320056549,0.00014675986361375911,99558.51013546537,0.0017902117501780949
2981543.507910782,12791.148947831778,527.8734857844195,-0.06752844517544118,375000.44477303186,303.973235970593,0.4642362313913309,0.00014661563443607,99656.4279045032,0.0017889429945781238
2982835.801677823,12703.74946877227,527.1350961990946,-0.06752844517544118,375000.4403819756,303.5480379299266,0.46423623081062837,0.00014647165185328645,99754.37154334044,0.0017876759784681588
2984128.0954448646,12616.349989712762,526.3982176766139,-0.06752844517544118,375000.43598788383,303.12371003222415,0.46423623024418204,0.00014632791559081844,99852.34077075105,0.001786410697482698
2985420.3892119057,12528.950510653254,525.6628461343862,-0.06752844517544118,375000.43159075634,302.7002499316613,0.46423622970774503,0.0001461844253704759,99950.33530838593,0.0017851471472461586
2986712.6829789467,12441.551031593746,524.9289775030552,-0.06752844517544118,375000.427190593,302.27765529026067,0.464236229217852,0.0001460411809144048,100048.35487947795,0.001783885323436924
2988004.976745988,12354.151552534238,524.1966077497996,-0.06752844517544118,375000.4227873936,301.85592377786105,0.46423622875045956,0.00014589818195047337,100146.39920727606,0.0017826252218725298
2989297.2705130293,12266.75207347473,523.4657328510485,-0.06752844517544118,375000.41838115803,301.4350530720856,0.4642362282889581,0.00014575542820496057,100244.46801684002,0.0017813668383966866
2990589.5642800704,12179.352594415222,522.7363487701278,-0.06752844517544118,375000.4139718861,301.01504085831215,0.4642362278638383,0.00014561291939951804,100342.56103652868,0.0017801101688224837
2991881.8580471114,12091.953115355715,522.0084515122257,-0.06752844517544118,375000.4095595777,300.5958848296408,0.4642362274551547,0.00014547065526130165,100440.67799431755,0.0017788552091026397
2993174.151814153,12004.553636296207,521.2820370866481,-0.06752844517544118,375000.4051442326,300.1775826868637,0.4642362270593076,0.00014532863551501994,100538.81862030538,0.0017776019551996294
2994466.445581194,11917.154157236699,520.5571014959002,-0.06752844517544118,375000.4007258507,299.7601321384351,0.46423622670853953,0.00014518685988140772,100636.98264744504,0.00177635040305708
2995758.739348235,11829.75467817719,519.83364079419,-0.06752844517544118,375000.39630443184,299.3435309004397,0.4642362263665927,0.00014504532808863035,100735.16980759343,0.001775100548788923
2997051.0331152766,11742.355199117683,519.1116510276506,-0.06752844517544118,375000.39187997585,298.9277766965632,0.46423622603505926,0.00014490403985959607,100833.3798355194,0.00177385238847253
2998343.3268823177,11654.955720058175,518.3911282519383,-0.06752844517544118,375000.3874524826,298.5128672580616,0.46423622572202883,0.0001447629949160595,100931.61246771326,0.0017726059182134437
2999635.6206493587,11567.556240998667,517.672068541442,-0.06752844517544118,375000.38302195194,298.09880032373144,0.46423622542552406,0.00014462219298041977,101029.86744175147,0.0017713611341748274
3000927.9144164,11480.156761939159,516.9544679810656,-0.06752844517544118,375000.3785883837,297.68557363987975,0.46423622514809604,0.00014448163377351545,101128.14449684092,0.0017701180325429458
3002220.2081834413,11392.757282879651,516.2383226755189,-0.06752844517544118,375000.3741517778,297.273184960294,0.4642362248800519,0.00014434131701679084,101226.44337317468,0.0017688766095612229
3003512.5019504824,11305.357803820143,515.5236287317649,-0.06752844517544118,375000.36971213407,296.8616320462135,0.4642362246308931,0.00014420124242853804,101324.76381311688,0.0017676368614686184
3004804.7957175234,11217.958324760635,514.8103822759211,-0.06752844517544118,375000.3652694523,296.45091266629817,0.4642362243988685,0.00014406140972741515,101423.10556003971,0.0017663987845568162
3006097.089484565,11130.558845701127,514.0985794540308,-0.06752844517544118,375000.3608237324,296.0410245966006,0.46423622416941723,0.00014392181863259203,101521.46835825438,0.0017651623751722685
3007389.383251606,11043.15936664162,513.3882164062686,-0.06752844517544118,375000.3563749742,295.63196562053616,0.46423622396163394,0.00014378246885801197,101619.85195477169,0.00176392762962307
3008681.677018647,10955.759887582111,512.6792893061853,-0.06752844517544118,375000.35192317754,295.22373352885444,0.4642362237573403,0.00014364336012102203,101718.25609659479,0.0017626945443182619
3009973.9707856886,10868.360408522603,511.97179432374656,-0.06752844517544118,375000.34746834234,294.81632611960947,0.4642362235677634,0.0001435044921342938,101816.68053325018,0.0017614631156363182
